transaction_id;transaction_date;transaction_time;store_id;store_location;product_id;transaction_qty;unit_price;product_category;product_type;product_detail;Size;Total_bill;Month Name;Day Name;Hour;Day of Week;Month
109752;27/05/2023;14:38:58;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;14;6;5
110222;28/05/2023;08:36:05;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;8;0;5
110395;28/05/2023;10:50:29;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;10;0;5
111006;28/05/2023;18:01:17;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;18;0;5
111281;29/05/2023;09:38:03;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;9;1;5
111364;29/05/2023;10:49:26;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;10;1;5
111491;29/05/2023;12:41:01;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;12;1;5
111899;29/05/2023;17:38:40;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;17;1;5
112404;30/05/2023;09:36:04;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;9;2;5
112705;30/05/2023;12:41:01;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;12;2;5
112940;30/05/2023;17:28:06;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;17;2;5
113243;31/05/2023;08:26:34;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;8;3;5
113747;31/05/2023;13:32:51;8;Hell's Kitchen;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;13;3;5
80626;01/05/2023;11:10:21;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;11;1;5
80818;01/05/2023;12:56:59;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;12;1;5
81126;01/05/2023;16:09:34;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;16;1;5
81276;01/05/2023;17:35:26;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;17;1;5
81454;01/05/2023;19:54:12;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;19;1;5
81746;02/05/2023;12:13:15;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;12;2;5
81872;02/05/2023;13:26:47;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;13;2;5
81928;02/05/2023;13:55:55;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;13;2;5
82002;02/05/2023;14:42:21;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;14;2;5
82261;02/05/2023;17:18:26;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;17;2;5
83440;03/05/2023;18:20:48;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;18;3;5
83447;03/05/2023;18:26:28;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;18;3;5
83525;03/05/2023;19:20:09;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;19;3;5
83991;04/05/2023;13:25:04;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;13;4;5
84160;04/05/2023;14:58:07;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;14;4;5
85292;05/05/2023;15:42:26;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;15;5;5
85308;05/05/2023;15:52:59;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;15;5;5
85363;05/05/2023;16:32:28;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;16;5;5
85395;05/05/2023;16:52:28;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;16;5;5
85485;05/05/2023;17:45:26;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;17;5;5
86302;06/05/2023;16:04:28;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;16;6;5
86950;07/05/2023;08:56:31;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;8;0;5
87049;07/05/2023;09:39:52;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;9;0;5
87219;07/05/2023;10:46:21;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;10;0;5
87443;07/05/2023;14:08:19;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;14;0;5
87487;07/05/2023;15:29:16;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;15;0;5
87580;07/05/2023;17:38:38;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;17;0;5
87758;08/05/2023;07:21:28;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;7;1;5
88372;08/05/2023;11:51:02;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;11;1;5
88420;08/05/2023;12:35:06;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;12;1;5
88595;08/05/2023;15:03:13;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;15;1;5
88670;08/05/2023;16:09:09;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;16;1;5
88764;08/05/2023;17:52:02;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;17;1;5
88886;08/05/2023;19:54:56;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;19;1;5
88942;09/05/2023;07:09:51;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;7;2;5
89138;09/05/2023;08:26:15;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;8;2;5
89388;09/05/2023;10:03:04;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;10;2;5
89535;09/05/2023;10:52:04;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;10;2;5
89896;09/05/2023;18:02:31;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;18;2;5
89946;09/05/2023;18:53:14;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;18;2;5
90272;10/05/2023;08:19:40;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;8;3;5
90320;10/05/2023;08:34:46;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;8;3;5
90808;10/05/2023;12:49:22;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;12;3;5
90859;10/05/2023;13:46:07;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;13;3;5
91108;10/05/2023;18:33:53;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;18;3;5
91317;11/05/2023;07:34:32;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;7;4;5
91511;11/05/2023;08:51:28;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;8;4;5
92468;12/05/2023;08:31:46;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;8;5;5
92855;12/05/2023;11:24:12;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;11;5;5
93578;13/05/2023;08:59:41;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;8;6;5
93585;13/05/2023;09:02:04;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;9;6;5
94245;13/05/2023;16:29:02;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;16;6;5
94342;13/05/2023;18:36:37;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;18;6;5
95099;14/05/2023;10:55:43;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;10;0;5
95437;14/05/2023;18:36:34;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;18;0;5
95467;14/05/2023;19:52:48;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;19;0;5
96160;15/05/2023;10:50:03;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;10;1;5
96533;15/05/2023;17:22:14;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;17;1;5
96562;15/05/2023;18:18:05;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;18;1;5
96583;15/05/2023;18:34:27;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;18;1;5
96629;15/05/2023;19:43:33;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;19;1;5
96914;16/05/2023;08:20:55;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;8;2;5
97279;16/05/2023;10:33:29;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;10;2;5
97679;16/05/2023;16:05:59;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;16;2;5
97730;16/05/2023;17:01:00;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;17;2;5
98721;17/05/2023;15:50:50;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;15;3;5
99027;18/05/2023;07:31:57;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;7;4;5
99225;18/05/2023;08:53:27;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;8;4;5
99359;18/05/2023;09:49:12;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;9;4;5
99425;18/05/2023;10:08:33;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;10;4;5
99426;18/05/2023;10:08:41;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;10;4;5
100016;18/05/2023;18:24:09;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;18;4;5
100804;19/05/2023;10:50:03;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;10;5;5
100932;19/05/2023;12:39:15;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;12;5;5
101209;19/05/2023;18:18:05;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;18;5;5
101225;19/05/2023;18:34:27;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;18;5;5
101650;20/05/2023;09:09:36;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;9;6;5
101967;20/05/2023;10:45:15;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;10;6;5
102753;21/05/2023;09:22:04;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;9;0;5
103048;21/05/2023;10:55:43;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;10;0;5
103081;21/05/2023;11:26:37;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;11;0;5
103427;21/05/2023;18:36:34;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;18;0;5
103474;21/05/2023;19:52:48;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;19;0;5
103635;22/05/2023;07:37:46;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;7;1;5
103758;22/05/2023;08:38:30;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;8;1;5
103892;22/05/2023;09:51:42;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;9;1;5
104360;22/05/2023;15:38:15;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;15;1;5
104720;23/05/2023;07:17:21;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;7;2;5
105405;23/05/2023;14:58:48;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;14;2;5
105497;23/05/2023;16:36:39;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;16;2;5
105511;23/05/2023;16:51:22;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;16;2;5
105626;23/05/2023;18:43:47;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;18;2;5
105964;24/05/2023;09:00:51;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;9;3;5
106067;24/05/2023;10:05:34;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;10;3;5
106191;24/05/2023;11:04:35;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;11;3;5
106454;24/05/2023;14:24:15;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;14;3;5
106554;24/05/2023;15:50:09;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;15;3;5
106646;24/05/2023;17:13:41;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;17;3;5
106793;24/05/2023;19:58:50;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;19;3;5
107545;25/05/2023;14:46:23;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;14;4;5
107830;25/05/2023;19:48:54;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Thursday;19;4;5
107956;26/05/2023;07:25:08;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;7;5;5
107987;26/05/2023;07:46:11;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;7;5;5
108523;26/05/2023;13:26:03;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Friday;13;5;5
109109;27/05/2023;08:34:58;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;8;6;5
109714;27/05/2023;14:05:28;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;14;6;5
109973;27/05/2023;17:47:12;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Saturday;17;6;5
110214;28/05/2023;08:31:08;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;8;0;5
110342;28/05/2023;10:13:30;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;10;0;5
111091;28/05/2023;19:36:48;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Sunday;19;0;5
111917;29/05/2023;17:51:51;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Monday;17;1;5
112105;30/05/2023;07:27:17;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;7;2;5
112292;30/05/2023;08:52:14;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;8;2;5
112546;30/05/2023;10:35:32;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;10;2;5
112558;30/05/2023;10:41:03;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;10;2;5
112668;30/05/2023;12:08:45;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Tuesday;12;2;5
113254;31/05/2023;08:31:46;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;8;3;5
113413;31/05/2023;09:39:52;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;9;3;5
113806;31/05/2023;14:58:07;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;14;3;5
113813;31/05/2023;15:03:13;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;15;3;5
114017;31/05/2023;19:52:48;3;Astoria;47;1;3;Tea;Brewed Green tea;Serenity Green Tea;Large;3;May;Wednesday;19;3;5
80783;01/05/2023;12:42:26;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;12;1;5
80785;01/05/2023;12:44:31;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;12;1;5
81039;01/05/2023;15:17:06;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;15;1;5
81297;01/05/2023;17:51:22;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;17;1;5
81309;01/05/2023;18:00:34;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;18;1;5
81343;01/05/2023;18:22:07;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;18;1;5
81416;01/05/2023;19:18:58;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;19;1;5
81427;01/05/2023;19:25:00;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;19;1;5
81719;02/05/2023;11:55:31;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;11;2;5
81730;02/05/2023;12:01:50;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;12;2;5
81770;02/05/2023;12:23:36;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;12;2;5
81894;02/05/2023;13:41:31;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;13;2;5
82049;02/05/2023;15:10:07;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;15;2;5
82069;02/05/2023;15:19:46;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;15;2;5
82323;02/05/2023;17:50:29;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;17;2;5
82377;02/05/2023;18:29:07;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;18;2;5
83080;03/05/2023;14:53:12;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Wednesday;14;3;5
83156;03/05/2023;15:36:04;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Wednesday;15;3;5
83896;04/05/2023;12:28:02;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;12;4;5
83945;04/05/2023;12:55:04;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;12;4;5
84048;04/05/2023;13:59:57;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;13;4;5
84097;04/05/2023;14:28:13;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;14;4;5
84174;04/05/2023;15:06:15;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;15;4;5
84520;04/05/2023;18:42:34;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;18;4;5
85055;05/05/2023;13:17:45;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Friday;13;5;5
85128;05/05/2023;14:11:31;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Friday;14;5;5
85223;05/05/2023;15:03:24;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Friday;15;5;5
85507;05/05/2023;17:56:10;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Friday;17;5;5
86365;06/05/2023;16:38:35;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Saturday;16;6;5
86584;06/05/2023;19:21:08;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Saturday;19;6;5
86618;06/05/2023;19:54:33;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Saturday;19;6;5
87496;07/05/2023;15:40:10;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Sunday;15;0;5
87977;08/05/2023;08:50:22;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;8;1;5
88042;08/05/2023;09:16:06;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;9;1;5
88654;08/05/2023;15:53:36;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;15;1;5
89314;09/05/2023;09:38:31;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;9;2;5
89441;09/05/2023;10:21:56;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;10;2;5
89444;09/05/2023;10:21:56;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;10;2;5
89445;09/05/2023;10:21:56;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;10;2;5
89936;09/05/2023;18:47:07;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;18;2;5
89953;09/05/2023;19:07:50;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Tuesday;19;2;5
90431;10/05/2023;09:18:57;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Wednesday;9;3;5
90846;10/05/2023;13:42:35;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Wednesday;13;3;5
90998;10/05/2023;16:20:08;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Wednesday;16;3;5
91112;10/05/2023;18:42:37;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Wednesday;18;3;5
91269;11/05/2023;07:14:29;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;7;4;5
91444;11/05/2023;08:28:27;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;8;4;5
91478;11/05/2023;08:39:14;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;8;4;5
91544;11/05/2023;09:09:30;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;9;4;5
91567;11/05/2023;09:21:07;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;9;4;5
91749;11/05/2023;10:45:04;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Thursday;10;4;5
93528;13/05/2023;08:46:09;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Saturday;8;6;5
93604;13/05/2023;09:06:32;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Saturday;9;6;5
93665;13/05/2023;09:29:57;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Saturday;9;6;5
94016;13/05/2023;12:10:33;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Saturday;12;6;5
94378;13/05/2023;19:27:55;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Saturday;19;6;5
94575;14/05/2023;08:32:44;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Sunday;8;0;5
94609;14/05/2023;08:42:07;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Sunday;8;0;5
94827;14/05/2023;09:38:47;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Sunday;9;0;5
95378;14/05/2023;17:19:07;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Sunday;17;0;5
96288;15/05/2023;12:24:35;3;Astoria;53;1;3;Tea;Brewed Chai tea;Traditional Blend Chai;Large;3;May;Monday;12;1;5
